az_E,,az_H,,el_E,,el_H,
r,θ,r,θ,r,θ,r,θ
0.0008274108386869232,274.75901559162605,0.0029723735920544115,290.44070157419264,0.0011161630558729034,290.65369605590405,-0.0009663916607093691,288.97631637918107
0.10113051331794971,293.5241736682135,0.06263195018998231,294.96315572059467,0.13436269880823104,308.4460594340627,0.07505945277427402,295.5849980802141
0.21893025615423511,305.7168359675342,0.14694186713881624,305.0585186466712,0.2879107454176969,321.15236533834053,0.15850899662833917,304.90294923343356
0.34677696299230587,316.2024662729049,0.21739132001150313,312.0336824845156,0.4551926111459413,329.68019457525355,0.2649243223248146,313.6958711802266
0.44623132222834533,321.88914513285596,0.3261402147165595,321.12213493545494,0.6020999910306695,336.82756089749097,0.37588128962190615,321.2459639614018
0.5905579005360453,328.789709527605,0.4500391119041534,327.3412468659573,0.717656597097275,342.9924059518932,0.4890999201406841,326.8291334141984
0.6526909999544163,332.7777008081256,0.5717050487277688,332.5707164384143,0.8061928282825842,348.4744768138812,0.6091101701509634,332.32829049782146
0.72441362738904,338.24942478454693,0.6833941365377592,336.92375615166776,0.8862510042661966,354.10335055832,0.6889140149076192,337.0723937127613
0.8165750447084283,345.75120043997936,0.8148946906412919,342.25879192923753,0.9376673954796169,358.0897608162291,0.7749953078063418,341.15487226941445
0.8951192203677062,351.82242192975997,0.889804090417609,347.28632861964826,0.9680509825786033,1.5679797022243784,0.8365842513297577,345.39385914063746
0.9426254194760625,356.6864479882281,0.9549542878756753,356.3171883241982,0.9392927021848487,6.177854892600241,0.8998912258302233,350.80006877007247
0.9672510967146771,359.79696977485776,0.9692412434256705,359.7962943600068,0.8784189591475885,11.214971031200417,0.9550631525972987,356.2178416676529
0.9518169599673778,3.1973548847848177,0.9423074415475585,8.700109695741073,0.8430449268561566,17.105853398077187,0.9632708037780751,359.7983275912784
0.8776863369848051,8.997065670074894,0.8956442008375886,12.421402032358326,0.7704005728496222,23.209134067228582,0.94752532842959,4.316537811318885
0.7337010249056654,20.33446724689603,0.8078496560146652,15.599469485617849,0.662687000570062,31.351943402660623,0.8711072885205392,9.765649647202752
0.6625106871529813,26.446193346369828,0.673403901464537,20.592227249397933,0.6175205370450246,35.08841079448113,0.8154300331677174,14.18135228170824
0.5542764969764565,31.862649114714156,0.549550528288529,26.932262421227502,0.5446703977729629,37.48207291033589,0.7181032550506135,19.504167406472035
0.4455224090908017,37.41956739121452,0.400116548798621,33.49448246523006,0.44552552008259977,42.12270522408899,0.6512791786673436,24.27287852272962
0.3381354710031441,43.48897378832187,0.2969344789790875,38.61039405373873,0.35434941169609463,47.50921764438731,0.5524541760126307,29.262206713693974
0.19714635992871973,54.00209361731268,0.2409681179523604,44.589821092336436,0.2600776979658771,54.100571046303315,0.4373029724751899,34.60334187990325
0.07393338073894529,66.882624945874,0.1713430660302755,50.645104896185906,0.15177764285257722,64.69773871043847,0.3298183692823653,39.90950678178756
0.003319076540304743,78.78353527261577,0.06321673983475358,58.82396367628184,0.04717310158715724,83.16871045322962,0.26348447504086164,44.58057629630315
,,0.03781196657234676,60.832492000304256,0.0000310925587094708,90.59667997275295,0.16639663805918772,53.235099199740176
,,0.0015793223979011794,69.47065398683135,,,0.09552583939414587,63.01607600310327
,,,,,,0.0006622143247475377,79.84309406788458
